book_id,title,book_description
27071492,Joe Gould's Teeth,"From New Yorker staff writer and Harvard historian Jill Lepore, the dark, spellbinding tale of her restless search for the long-lost, longest book ever written, a century-old manuscript called “The Oral History of Our Time.” Joe Gould, a madman, believed he was the most brilliant historian of the twentieth century. So did some of his friends, a group of modernist writers a
  From New Yorker staff writer and Harvard historian Jill Lepore, the dark, spellbinding tale of her restless search for the long-lost, longest book ever written, a century-old manuscript called “The Oral History of Our Time.” Joe Gould, a madman, believed he was the most brilliant historian of the twentieth century. So did some of his friends, a group of modernist writers and artists that included E. E. Cummings, Marianne Moore, William Carlos Williams, John Dos Passos, and Ezra Pound. Gould began his life’s work before the First World War, announcing that he intended to write down nearly everything anyone ever said to him. “I am trying to preserve as much detail as I can about the normal life of every day people,” he explained, because “as a rule, history does not deal with such small fry.” By 1942, when The New Yorker published a profile of Gould written by the reporter Joseph Mitchell, Gould’s manuscript had grown to more than nine million words. But when Gould died in 1957, in a mental hospital, the manuscript was nowhere to be found. Then, in 1964, in “Joe Gould’s Secret,” a second profile, Mitchell claimed that “The Oral History of Our Time” had been, all along, merely a figment of Gould’s imagination. Lepore, unpersuaded, decided to find out.  Joe Gould’s Teeth is a Poe-like tale of detection, madness, and invention. Digging through archives all over the country, Lepore unearthed evidence that “The Oral History of Our Time” did in fact once exist. Relying on letters, scraps, and Gould’s own diaries and notebooks—including volumes of his lost manuscript—Lepore argues that Joe Gould’s real secret had to do with sex and the color line, with modernists’ relationship to the Harlem Renaissance, and, above all, with Gould’s terrifying obsession with the African American sculptor Augusta Savage. In ways that even Gould himself could not have imagined, what Gould wrote down really is a history of our time: unsettling and ferocious.
  ...more"
33399049,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data","Learn how to use R to turn raw data into insight, knowledge, and understanding. This book introduces you to R, RStudio, and the tidyverse, a collection of R packages designed to work together to make data science fast, fluent, and fun. Suitable for readers with no previous programming experience, R for Data Science is designed to get you doing data science as quickly as p

  Learn how to use R to turn raw data into insight, knowledge, and understanding. This book introduces you to R, RStudio, and the tidyverse, a collection of R packages designed to work together to make data science fast, fluent, and fun. Suitable for readers with no previous programming experience, R for Data Science is designed to get you doing data science as quickly as possible.
  Authors Hadley Wickham and Garrett Grolemund guide you through the steps of importing, wrangling, exploring, and modeling your data and communicating the results. You’ll get a complete, big-picture understanding of the data science cycle, along with basic tools you need to manage the details. Each section of the book is paired with exercises to help you practice what you’ve learned along the way.
  You’ll learn how to:
    Wrangle—transform your datasets into a form convenient for analysis
     Program—learn powerful R tools for solving data problems with greater clarity and ease
     Explore—examine your data, generate hypotheses, and quickly test them
     Model—provide a low-dimensional summary that captures true ""signals"" in your dataset
     Communicate—learn R Markdown for integrating prose, code, and results

  ...more"
25489625,Between the World and Me,"In a series of essays, written as a letter to his son, Coates confronts the notion of race in America and how it has shaped American history, many times at the cost of black bodies and lives. Thoughtfully exploring personal and historical events, from his time at Howard University to the Civil War, the author poignantly asks and attempts to answer difficult questions that
  In a series of essays, written as a letter to his son, Coates confronts the notion of race in America and how it has shaped American history, many times at the cost of black bodies and lives. Thoughtfully exploring personal and historical events, from his time at Howard University to the Civil War, the author poignantly asks and attempts to answer difficult questions that plague modern society. In this short memoir, the ""Atlantic"" writer explains that the tragic examples of Michael Brown, Trayvon Martin, and those killed in South Carolina are the results of a systematically constructed and maintained assault to black people--a structure that includes slavery, mass incarceration, and police brutality as part of its foundation. From his passionate and deliberate breakdown of the concept of race itself to the importance of the Black Lives Matter movement, Coates powerfully sums up the terrible history of the subjugation of black people in the United States. A timely work, this title will resonate with all teens--those who have experienced racism as well as those who have followed the recent news coverage on violence against people of color.
  ...more"
23995415,Black Earth: The Holocaust as History and Warning,"A brilliant, haunting, and profoundly original portrait of the defining tragedy of our time. In this epic history of extermination and survival, Timothy Snyder presents a new explanation of the great atrocity of the twentieth century, and reveals the risks that we face in the twenty-first. Based on new sources from eastern Europe and forgotten testimonies from Jewish surv

  A brilliant, haunting, and profoundly original portrait of the defining tragedy of our time.
In this epic history of extermination and survival, Timothy Snyder presents a new explanation of the great atrocity of the twentieth century, and reveals the risks that we face in the twenty-first. Based on new sources from eastern Europe and forgotten testimonies from Jewish survivors, Black Earth recounts the mass murder of the Jews as an event that is still close to us, more comprehensible than we would like to think, and thus all the more terrifying.The Holocaust began in a dark but accessible place, in Hitler's mind, with the thought that the elimination of Jews would restore balance to the planet and allow Germans to win the resources they desperately needed. Such a worldview could be realized only if Germany destroyed other states, so Hitler's aim was a colonial war in Europe itself. In the zones of statelessness, almost all Jews died. A few people, the righteous few, aided them, without support from institutions. Much of the new research in this book is devoted to understanding these extraordinary individuals. The almost insurmountable difficulties they faced only confirm the dangers of state destruction and ecological panic. These men and women should be emulated, but in similar circumstances few of us would do so. By overlooking the lessons of the Holocaust, Snyder concludes, we have misunderstood modernity and endangered the future. The early twenty-first century is coming to resemble the early twentieth, as growing preoccupations with food and water accompany ideological challenges to global order. Our world is closer to Hitler's than we like to admit, and saving it requires us to see the Holocaust as it was -- and ourselves as we are. Groundbreaking, authoritative, and utterly absorbing, Black Earth reveals a Holocaust that is not only history but warning.
  ...more"
22237143,KL: A History of the Nazi Concentration Camps,"In a landmark work of history, Nikolaus Wachsmann offers an unprecedented, integrated account of the Nazi concentration camps from their inception in 1933 through their demise, seventy years ago, in the spring of 1945. The Third Reich has been studied in more depth than virtually any other period in history, and yet until now there has been no history of the camp system th
  In a landmark work of history, Nikolaus Wachsmann offers an unprecedented, integrated account of the Nazi concentration camps from their inception in 1933 through their demise, seventy years ago, in the spring of 1945. The Third Reich has been studied in more depth than virtually any other period in history, and yet until now there has been no history of the camp system that tells the full story of its broad development and the everyday experiences of its inhabitants, both perpetrators and victims, and all those living in what Primo Levi called ""the gray zone."" In KL, Wachsmann fills this glaring gap in our understanding. He not only synthesizes a new generation of scholarly work, much of it untranslated and unknown outside of Germany, but also presents startling revelations, based on many years of archival research, about the functioning and scope of the camp system. Examining, close up, life and death inside the camps, and adopting a wider lens to show how the camp system was shaped by changing political, legal, social, economic, and military forces, Wachsmann produces a unified picture of the Nazi regime and its camps that we have never seen before. A boldly ambitious work of deep importance, KL is destined to be a classic in the history of the twentieth century.
  ...more"
25110940,Strangers on a Bridge: The Case of Colonel Abel and Francis Gary Powers,"Originally published in 1964, this is the “enthralling…truly remarkable” (The New York Times Book Review) insider account of the Cold War spy exchange that is now the subject of the major motion picture Bridge of Spies by Steven Spielberg starring Tom Hanks—with a new foreword by Jason Matthews, New York Times bestselling author of Red Sparrow and Palace of Treason.In the
  Originally published in 1964, this is the “enthralling…truly remarkable” (The New York Times Book Review) insider account of the Cold War spy exchange that is now the subject of the major motion picture Bridge of Spies by Steven Spielberg starring Tom Hanks—with a new foreword by Jason Matthews, New York Times bestselling author of Red Sparrow and Palace of Treason.In the early morning of February 10, 1962, James B. Donovan began his walk toward the center of the Glienicke Bridge, the famous “Bridge of Spies” which then linked West Berlin to East. With him, walked Rudolf Ivanovich Abel, master spy and for years the chief of Soviet espionage in the United States. Approaching them from the other side, under equally heavy guard, was Francis Gary Powers, the American U-2 spy plane pilot famously shot down by the Soviets, whose exchange for Abel Donovan had negotiated. These were the strangers on a bridge, men of East and West, representatives of two opposed worlds meeting in a moment of high drama.Abel was the most gifted, the most mysterious, the most effective spy in his time. His trial, which began in a Brooklyn United States District Court and ended in the Supreme Court of the United States, chillingly revealed the methods and successes of Soviet espionage.No one was better equipped to tell the whole absorbing history than James B. Donovan, who was appointed to defend one of his country’s enemies and did so with scrupulous skill. In Strangers on a Bridge, the lead prosecutor in the Nuremburg Trials offers a clear-eyed and fast-paced memoir that is part procedural drama, part dark character study and reads like a noirish espionage thriller. From the first interview with Abel to the exchange on the bridge in Berlin—and featuring unseen photographs of Donovan and Abel as well as trial notes and sketches drawn from Abel’s prison cell—here is an important historical narrative that is “as fascinating as it is exciting” (The Houston Chronicle).
  ...more"
2289516,Mind's Eye (Inspector Van Veeteren #1),"The highly anticipated first novel in the Inspector Van Veeteren series in now available in English. At last, American readers will be able to enjoy, from its very beginnings, this addictive series by one of Europe’s most beloved and best-selling crime writers.Chief Inspector Van Veeteren knew that murder cases were never as open-and-shut as this one: Janek Mitter woke one
  The highly anticipated first novel in the Inspector Van Veeteren series in now available in English. At last, American readers will be able to enjoy, from its very beginnings, this addictive series by one of Europe’s most beloved and best-selling crime writers.Chief Inspector Van Veeteren knew that murder cases were never as open-and-shut as this one: Janek Mitter woke one morning with a brutal hangover and discovered his wife of three months lying facedown in the bathtub, dead. With only the flimsiest excuse as his defense, he is found guilty of a drunken crime of passion and imprisoned in a mental institution.But Van Veeteren’s suspicions about the identity of the killer are borne out when Mitter also becomes a murder victim. Now the chief inspector launches a full-scale investigation of the two slayings. But it may only be the unspoken secrets of the dead–revealed in a mysterious letter that Mitter wrote shortly before his death–that will finally allow Van Veeteren to unmask the killer and expose the shocking root of this sordid violence.
  ...more"
28688182,As Time Goes By,"#1 NEW YORK TIMES BESTSELLERIn this exciting thriller from Mary Higgins Clark, the #1 New York Times bestselling “Queen of Suspense,” a news reporter tries to find her birth mother just as she is assigned to cover the high-profile trial of a woman accused of murdering her wealthy husband.Television journalist Delaney Wright is on the brink of stardom after she begins cover
  #1 NEW YORK TIMES BESTSELLERIn this exciting thriller from Mary Higgins Clark, the #1 New York Times bestselling “Queen of Suspense,” a news reporter tries to find her birth mother just as she is assigned to cover the high-profile trial of a woman accused of murdering her wealthy husband.Television journalist Delaney Wright is on the brink of stardom after she begins covering a sensational murder trial for the six p.m. news. She should be thrilled, yet her growing desire to locate her birth mother consumes her thoughts. When Delaney’s friends Alvirah Meehan and her husband Willy offer to look into the mystery surrounding her birth, they uncover a shocking secret they do not want to reveal.On trial for murder is Betsy Grant, widow of a wealthy doctor who has been an Alzheimer’s victim for eight years. When her once-upon-a-time celebrity lawyer urges her to accept a plea bargain, Betsy refuses: she will go to trial to prove her innocence.Betsy’s stepson, Alan Grant, bides his time nervously as the trial begins. His substantial inheritance hangs in the balance—his only means of making good on payments he owes his ex-wife, his children, and increasingly angry creditors.As the trial unfolds, and the damning evidence against Betsy piles up, Delaney is convinced that Betsy is not guilty and frantically tries to prove her innocence. A true classic from Mary Higgins Clark, As Time Goes By is a thrilling read by a master of the genre.
  ...more"
41487,No Place Like Home,"In a riveting thriller from the #1 bestselling Queen of Suspense, a young woman is ensnared into returning to the childhood home she wanted to leave behind forever -- and where her hidden past emerges with a new and deadly twist. Ten-year-old Liza Barton shoots her mother while trying to protect her from her violent husband -- Liza's stepfather. While the death is ruled ac
  In a riveting thriller from the #1 bestselling Queen of Suspense, a young woman is ensnared into returning to the childhood home she wanted to leave behind forever -- and where her hidden past emerges with a new and deadly twist. Ten-year-old Liza Barton shoots her mother while trying to protect her from her violent husband -- Liza's stepfather. While the death is ruled accidental, the tabloids still compare Liza to the child murderess Lizzie Borden.Liza's adoptive parents change her name to Celia and try to erase all traces of her past. Widowed after a brief marriage in which she had a son, Jack, she remarries a young lawyer. Celia is happy until, on her birthday, he presents her with a gift -- the house where she killed her mother. On moving in, they find the words LITTLE LIZZIE'S PLACE - BEWARE painted in red letters on the lawn. When the real estate agent who sold the house to her husband is murdered, she becomes a suspect. As she struggles to prove her innocence, Celia and her little son are being stalked by the killer.
  ...more"
26114589,Missing Man: The American Spy Who Vanished in Iran,"In late 2013, Americans were shocked to learn that a former FBI agent turned private investigator...."
41492,Nighttime is my Time,"""The definition of an owl had always pleased him: a night bird of prey...sharp talons and soft plumage which permits noiseless flight...applied figuratively to a person of nocturnal habits. 'I am The Owl,' he would whisper to himself after he had selected his prey, 'and nighttime is my time.'""  Jean Sheridan, a college dean and prominent historian, sets out to her hometown
  ""The definition of an owl had always pleased him: a night bird of prey...sharp talons and soft plumage which permits noiseless flight...applied figuratively to a person of nocturnal habits. 'I am The Owl,' he would whisper to himself after he had selected his prey, 'and nighttime is my time.'""  Jean Sheridan, a college dean and prominent historian, sets out to her hometown in Cornwall-on- Hudson, New York, to attend the twenty-year reunion of alumni of Stonecroft Academy, where she is to be honored along with six other members of her class. There is, however, something uneasy in the air: one woman in the group about to be feted, Alison Kendall, a beautiful, high-powered Hollywood agent, died just a few days before, drowned in her pool during an early- morning swim, the fifth woman in the class whose life has come to a sudden, mysterious end.  Also adding to Jean's sense of unease is a taunting, anonymous fax she has just received, referring to her daughter, Lily, a child she had given up for adoption twenty years ago, the offspring of a romance between her and a West Point cadet killed in an accident a week before graduation. She had always kept the child's existence a secret, so who has found out? And why the implied threat now?  Struggling to conceal her fears, Jean arrives at the hotel where the reunion is being held. One by one she sees the other honorees, including Laura Wilcox, the class beauty, whose dazzling exterior belies the fact that her television career is sinking, and the four men who, like Jean, had spent four bitterly unhappy years at Stonecroft: Carter (formerly Howie) Stewart, an acerbic and successful playwright, once the class nerd; renowned child psychiatrist and talk-show celebrity Mark Fleischman, who has never been able to resolve the pain of his own adolescence; Gordon Amory, a media mogul, hardly recognizable as the awkward boy who was the butt of cruel jokes; Robby Brent, a popular comedian, whose caustic humor emanates from a childhood of rejection. Omnipresent is an old classmate, Jack Emerson, the chairman of the reunion, whose reasons for spearheading the event may be motivated by something other than class spirit.  At the award dinner, Jean is introduced to Sam Deegan, a detective obsessed for years by the unsolved murder of a young woman in Cornwall, who may also hold the key to the identity of the Stonecroft killer and the source of the anonymous threat to her child. She does not suspect that among the distinguished people she is greeting is The Owl, a murderer nearing the countdown on his mission of vengeance against the Stonecroft women who had mocked and humiliated him, with Jean his final intended victim.  In Nighttime Is My Time, Mary Higgins Clark creates a riveting novel of psychological suspense, penetrating behind the pervading façade of status and respectability to depict the mind of a killer.
  ...more"
22557531,Putin's Kleptocracy: Who Owns Russia?,"The raging question in the world today is who is the real Vladimir Putin and what are his intentions. Karen Dawisha's brilliant Putin's Kleptocracy provides an answer, describing how Putin got to power, the cabal he brought with him, the billions they have looted, and his plan to restore the Greater Russia.Russian scholar Dawisha describes and exposes the origins of Putin'
  The raging question in the world today is who is the real Vladimir Putin and what are his intentions. Karen Dawisha's brilliant Putin's Kleptocracy provides an answer, describing how Putin got to power, the cabal he brought with him, the billions they have looted, and his plan to restore the Greater Russia.Russian scholar Dawisha describes and exposes the origins of Putin's kleptocratic regime. She presents extensive new evidence about the Putin circle's use of public positions for personal gain even before Putin became president in 2000. She documents the establishment of Bank Rossiya, now sanctioned by the US; the rise of the Ozero cooperative, founded by Putin and others who are now subject to visa bans and asset freezes; the links between Putin, Petromed, and Putin's Palace near Sochi; and the role of security officials from Putin's KGB days in Leningrad and Dresden, many of whom have maintained their contacts with Russian organized crime.Putin's Kleptocracy is the result of years of research into the KGB and the various Russian crime syndicates. Dawisha's sources include Stasi archives; Russian insiders; investigative journalists in the US, Britain, Germany, Finland, France, and Italy; and Western officials who served in Moscow. Russian journalists wrote part of this story when the Russian media was still free. Many of them died for this story, and their work has largely been scrubbed from the Internet, and even from Russian libraries, Dawisha says. But some of that work remains.
  ...more"
24945308,Winter Is Coming: Why Vladimir Putin and the Enemies of the Free World Must Be Stopped,"The stunning story of Russia’s slide back into a dictatorship—and how the West is now paying the price for allowing it to happen.The ascension of Vladimir Putin—a former lieutenant colonel of the KGB—to the presidency of Russia in 1999 was a strong signal that the country was headed away from democracy. Yet in the intervening years —as America and the world’s other leading
  The stunning story of Russia’s slide back into a dictatorship—and how the West is now paying the price for allowing it to happen.The ascension of Vladimir Putin—a former lieutenant colonel of the KGB—to the presidency of Russia in 1999 was a strong signal that the country was headed away from democracy. Yet in the intervening years —as America and the world’s other leading powers have continued to appease him — Putin has grown not only into a dictator but an international threat. With his vast resources and nuclear arsenal, Putin is at the center of a worldwide assault on political liberty and the modern world order.For Garry Kasparov, none of this is news. He has been a vocal critic of Putin for over a decade, even leading the pro-democracy opposition to him in the farcical 2008 presidential election. Yet years of seeing his Cassandra-like prophecies about Putin’s intentions fulfilled have left Kasparov with a darker truth: Putin’s Russia, like ISIS or Al Qaeda, defines itself in opposition to the free countries of the world.As Putin has grown ever more powerful, the threat he poses has grown from local to regional and finally to global. In this urgent book, Kasparov shows that the collapse of the Soviet Union was not an endpoint — only a change of seasons, as the Cold War melted into a new spring. But now, after years of complacency and poor judgment, winter is once again upon us.Argued with the force of Kasparov’s world-class intelligence, conviction, and hopes for his home country, Winter Is Coming reveals Putin for what he is: an existential danger hiding in plain sight.
  ...more"
32264,The Family That Couldn't Sleep: A Medical Mystery,"For two hundred years a noble Venetian family has suffered from an inherited disease that strikes their members in middle age, stealing their sleep, eating holes in their brains, and ending their lives in a matter of months. In Papua New Guinea, a primitive tribe is nearly obliterated by a sickness whose chief symptom is uncontrollable laughter. Across Europe, millions of
  For two hundred years a noble Venetian family has suffered from an inherited disease that strikes their members in middle age, stealing their sleep, eating holes in their brains, and ending their lives in a matter of months. In Papua New Guinea, a primitive tribe is nearly obliterated by a sickness whose chief symptom is uncontrollable laughter. Across Europe, millions of sheep rub their fleeces raw before collapsing. In England, cows attack their owners in the milking parlors, while in the American West, thousands of deer starve to death in fields full of grass.What these strange conditions–including fatal familial insomnia, kuru, scrapie, and mad cow disease–share is their cause: prions. Prions are ordinary proteins that sometimes go wrong, resulting in neurological illnesses that are always fatal. Even more mysterious and frightening, prions are almost impossible to destroy because they are not alive and have no DNA–and the diseases they bring are now spreading around the world.In The Family That Couldn’t Sleep, essayist and journalist D. T. Max tells the spellbinding story of the prion’s hidden past and deadly future
  ...more"
138685,"Dissolution (Matthew Shardlake, #1)","Henry VIII has ordered the dissolution of the monasteries and England is full of informers. At the monastery of Scarnsea, events have spiralled out of control with the murder of Commissioner Robin Singleton. Matthew Shardlake, a lawyer, and his assistant are sent to investigate."
28449076,"The Witches: Salem, 1692","Pulitzer Prize winner Stacy Schiff, author of the #1 bestseller Cleopatra, provides an electrifying, fresh view of the Salem witch trials.The panic began early in 1692, over an exceptionally raw Massachusetts winter, when a minister's niece began to writhe and roar. It spread quickly, confounding the most educated men and prominent politicians in the colony. Neighbors accu
  Pulitzer Prize winner Stacy Schiff, author of the #1 bestseller Cleopatra, provides an electrifying, fresh view of the Salem witch trials.The panic began early in 1692, over an exceptionally raw Massachusetts winter, when a minister's niece began to writhe and roar. It spread quickly, confounding the most educated men and prominent politicians in the colony. Neighbors accused neighbors, husbands accused wives, parents and children one another. It ended less than a year later, but not before nineteen men and women had been hanged and an elderly man crushed to death.Speaking loudly and emphatically, adolescent girls stood at the center of the crisis. Along with suffrage and Prohibition, the Salem witch trials represent one of the few moments when women played the central role in American history. Drawing masterfully on the archives, Stacy Schiff introduces us to the strains on a Puritan adolescent's life and to the authorities whose delicate agendas were at risk. She illuminates the demands of a rigorous faith, the vulnerability of settlements adrift from the mother country, perched-at a politically tumultuous time-on the edge of what a visitor termed a ""remote, rocky, barren, bushy, wild-woody wilderness.""With devastating clarity, the textures and tensions of colonial life emerge; hidden patterns subtly, startlingly detach themselves from the darkness. Schiff brings early American anxieties to the fore to align them brilliantly with our own. In an era of religious provocations, crowdsourcing, and invisible enemies, this enthralling story makes more sense than ever.The Witches is Schiff 's riveting account of a seminal episode, a primal American mystery unveiled-in crackling detail and lyrical prose-by one of our most acclaimed historians.
  ...more"
28251813,"Three Sisters, Three Queens (The Plantagenet and Tudor Novels, #8)","As sisters they share an everlasting bond; As queens they can break each other’s hearts.“There is only one bond that I trust: between a woman and her sisters. We never take our eyes off each other. In love and in rivalry, we always think of each other.”When Katherine of Aragón is brought to the Tudor court as a young bride, the oldest princess, Margaret, takes her measure.
  As sisters they share an everlasting bond; As queens they can break each other’s hearts.“There is only one bond that I trust: between a woman and her sisters. We never take our eyes off each other. In love and in rivalry, we always think of each other.”When Katherine of Aragón is brought to the Tudor court as a young bride, the oldest princess, Margaret, takes her measure. With one look, each knows the other for a rival, an ally, a pawn, destined—with Margaret’s younger sister Mary—to a sisterhood unique in all the world. The three sisters will become the queens of England, Scotland, and France.United by family loyalties and affections, the three queens find themselves set against each other. Katherine commands an army against Margaret and kills her husband James IV of Scotland. But Margaret’s boy becomes heir to the Tudor throne when Katherine loses her son. Mary steals the widowed Margaret’s proposed husband, but when Mary is widowed it is her secret marriage for love that is the envy of the others. As they experience betrayals, dangers, loss, and passion, the three sisters find that the only constant in their perilous lives is their special bond, more powerful than any man, even a king.
  ...more"
15798316,The Borgias: The Hidden History,"Forget everything you think you know about the most infamous family of the Italian Renaissance-here in every colorful detail is the real story of the Borgias and their indelible, tumultuous world, written by the gifted author of the acclaimed A World Undone and The Tudors and timed to coincide with the upcoming new season of the celebrated Showtime series, The Borgias.Meet
  Forget everything you think you know about the most infamous family of the Italian Renaissance-here in every colorful detail is the real story of the Borgias and their indelible, tumultuous world, written by the gifted author of the acclaimed A World Undone and The Tudors and timed to coincide with the upcoming new season of the celebrated Showtime series, The Borgias.Meet Rodrigo Borgia-Pope Alexander VI; Cesare Borgia-the reputed model for Machiavelli's The Prince; Lucrezia; and Juan-the members of one of the most notorious families in European history. Epic in scope and set against the beautifully rendered backdrop of Renaissance Italy, The Borgias is a thrilling new depiction of these celebrated personalities and an era unsurpassed in beauty, terror, and intrigue.
  ...more"
4778797,"Snark: A Polemic in Seven Fits (It's Mean, It's Personal, and It's Ruining Our Conversation)","What is snark? You recognize it when you see it -- a tone of teasing, snide, undermining abuse, nasty and knowing, that is spreading like pinkeye through the media and threatening to take over how Americans converse with each other and what they can count on as true. Snark attempts to steal someone's mojo, erase her cool, annihilate her effectiveness. In this sharp and wit
  What is snark? You recognize it when you see it -- a tone of teasing, snide, undermining abuse, nasty and knowing, that is spreading like pinkeye through the media and threatening to take over how Americans converse with each other and what they can count on as true. Snark attempts to steal someone's mojo, erase her cool, annihilate her effectiveness. In this sharp and witty polemic, ""New Yorker"" critic and bestselling author David Denby takes on the snarkers, naming the nine principles of snark -- the standard techniques its practitioners use to poison their arrows. Snarkers like to think they are deploying wit, but mostly they are exposing the seethe and snarl of an unhappy country, releasing bad feeling but little laughter. In this highly entertaining essay, Denby traces the history of snark through the ages, starting with its invention as personal insult in the drinking clubs of ancient Athens, tracking its development all the way to the age of the Internet, where it has become the sole purpose and style of many media, political, and celebrity Web sites. Snark releases the anguish of the dispossessed, envious, and frightened; it flows when a dying class of the powerful struggles to keep the barbarians outside the gates, or, alternately, when those outsiders want to take over the halls of the powerful and expel the office-holders. Snark was behind the London-based magazine Private Eye, launched amid the dying embers of the British empire in 1961; it was also central to the career-hungry, New York-based magazine Spy. It has flourished over the years in the works of everyone from the startling Roman poet Juvenal to Alexander Pope to Tom Wolfe to a million commenters snarling at other people behind handles. Thanks to the grand dame of snark, it has a prominent place twice a week on the opinion page of the ""New York Times.""Denby has fun snarking the snarkers, expelling the bums and promoting the true wits, but he is also making a serious point: the Internet has put snark on steroids. In politics, snark means the lowest, most insinuating and insulting side can win. For the young, a savage piece of gossip could ruin a reputation and possibly a future career. And for all of us, snark just sucks the humor out of life. Denby defends the right of any of us to be cruel, but shows us how the real pros pull it off. Snark, he says, is for the amateurs.
  ...more"
29503760,Kathy Griffin's Celebrity Run-Ins: My A-Z Index,"From #1 New York Times bestselling author Kathy Griffin, an A-Z compendium of the celebrities s...."
253578,The Hoax,"Soon to be a major motion picture -- a no-holds-barred account of the most notorious literary hoax of the twentieth century, written by the perpetrator himself Before Oprah and TheSmokingGun.com had ever heard of James Frey, there was Clifford Irving. In 1971, he burst onto the literary scene, claiming to have been granted the right to pen the authorized biography of the f
  Soon to be a major motion picture -- a no-holds-barred account of the most notorious literary hoax of the twentieth century, written by the perpetrator himself Before Oprah and TheSmokingGun.com had ever heard of James Frey, there was Clifford Irving. In 1971, he burst onto the literary scene, claiming to have been granted the right to pen the authorized biography of the famously reclusive icon Howard Hughes. Forged documents seemed to bear out his claims, and McGraw-Hill awarded him a contract for the then-enormous sum of $750,000. When Hughes himself emerged from seclusion to denounce Irving as a charlatan, McGraw-Hill stood by their author. It wasn�t until Hughes filed suit, and Swiss bank officials got involved, that Irving finally confessed. The Hoax, first published in 1981, is Irving�s explosive account of his own misdeeds -- and the inspiration for a soon-to-be released movie starring Richard Gere.
  ...more"
13547180,Brain on Fire: My Month of Madness,"An award-winning memoir and instant New York Times bestseller that goes far beyond its riveting medical mystery, Brain on Fire is the powerful account of one woman’s struggle to recapture her identity.When twenty-four-year-old Susannah Cahalan woke up alone in a hospital room, strapped to her bed and unable to move or speak, she had no memory of how she’d gotten there. Day
  An award-winning memoir and instant New York Times bestseller that goes far beyond its riveting medical mystery, Brain on Fire is the powerful account of one woman’s struggle to recapture her identity.When twenty-four-year-old Susannah Cahalan woke up alone in a hospital room, strapped to her bed and unable to move or speak, she had no memory of how she’d gotten there. Days earlier, she had been on the threshold of a new, adult life: at the beginning of her first serious relationship and a promising career at a major New York newspaper. Now she was labeled violent, psychotic, a flight risk. What happened?In a swift and breathtaking narrative, Cahalan tells the astonishing true story of her descent into madness, her family’s inspiring faith in her, and the lifesaving diagnosis that nearly didn’t happen.
  ...more"
15826600,Dealing with China: An Insider Unmasks the New Economic Superpower,"DEALING WITH CHINA takes the reader behind closed doors to witness the creation and evolution of China's state-controlled capitalism. Written in the same anecdote-rich, page-turning style as Paulson's bestselling memoir, On the Brink , DEALING WITH CHINA is certain to become the classic and definitive examination of engaging an economic superpower. Hank Paulson has dealt w
  DEALING WITH CHINA takes the reader behind closed doors to witness the creation and evolution of China's state-controlled capitalism. Written in the same anecdote-rich, page-turning style as Paulson's bestselling memoir, On the Brink , DEALING WITH CHINA is certain to become the classic and definitive examination of engaging an economic superpower. Hank Paulson has dealt with China unlike any other foreigner. As head of Goldman Sachs, Paulson had a pivotal role in opening up China to private enterprise. Then, as Treasury secretary, he created the Strategic Economic Dialogue with what is now the world's second-largest economy. While negotiating with China on economic reforms, he safeguarded the teetering U.S. financial system. Paulson has worked with scores of top Chinese leaders, including Xi Jinping, China's most powerful man in decades. Now, in DEALING WITH CHINA, he takes readers behind closed doors to witness the future of China's state-controlled capitalism.
  ...more"
25324116,"Private Paris (Private, #10)","Paris is burning--and only Private's Jack Morgan can put out the fire.When Jack Morgan stops by Private's Paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. But Jack is quickly pressed into duty after a call from his client Sherman Wilkerson, asking Jack to track down his young granddaughter who is on the run f
  Paris is burning--and only Private's Jack Morgan can put out the fire.When Jack Morgan stops by Private's Paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. But Jack is quickly pressed into duty after a call from his client Sherman Wilkerson, asking Jack to track down his young granddaughter who is on the run from a brutal drug dealer.Before Jack can locate her, several members of France's cultural elite are found dead--murdered in stunning, symbolic fashion. The only link between the crimes is a mysterious graffiti tag. As religious and ethnic tensions simmer in the City of Lights, only Jack and his Private team can connect the dots before the smoldering powder keg explodes.
  ...more"
13586925,The Success Equation,"Much of what we experience in life results from a combination of skill and luck. From the Introduction The trick, of course, is figuring out just how many of our successes (and failures) can be attributed to each-and how we can learn to tell the difference ahead of time. In most domains of life, skill and luck seem hopelessly entangled. Different levels of skill and varying degrees of good and bad luck are the realities that shape our lives-yet few of us are adept at accurately distinguishing between the two. Imagine what we could accomplish if we were able to tease out these two threads, examine them, and use the resulting knowledge to make better decisions. In this provocative audiobook, Michael Mauboussin helps to untangle these intricate strands to offer the structure needed to analyze the relative importance of skill and luck. He offers concrete suggestions for making these insights work to your advantage. Once we understand the extent to which skill and luck contribute to our achievements, we can learn to deal with them in making decisions. The Success Equation helps us move toward this goal by: Establishing a foundation so we better understand skill and luck, and can pinpoint where each is most relevant Helping us develop the analytical tools necessary to understand skill and luck Offering concrete suggestions about how to take these findings and put them to work Showcasing Mauboussins trademark wit, insight, and analytical genius, The Success Equation is a must for anyone seeking to make better decisions-in business and in life."
